id,contestantId,seasonId,age,outcome,createdAt,contestantDragName,seasonName,franchiseName
78658d60-d2be-4854-a793-836fc352622e,797bc644-c8e8-4e77-b37d-4681d784f773,1da60299-70ad-4448-a7f3-271477e27e84,39,9th place,2025-08-20T20:00:47.351Z,"Victoria ""Porkchop"" Parker",Season 1,RuPaul's Drag Race (US)
9899a6aa-73c9-45a1-9cdb-7f8735ee98db,5b961188-3585-4d7a-8be6-5814b48ae745,1da60299-70ad-4448-a7f3-271477e27e84,28,8th place,2025-08-20T20:00:44.431Z,Tammie Brown,Season 1,RuPaul's Drag Race (US)
18459893-b67e-4ce4-9d00-61533a71c9d5,9f9b034f-f706-4785-9c1a-1a22352de8dc,1da60299-70ad-4448-a7f3-271477e27e84,23,7th place,2025-08-20T20:00:42.025Z,Akashia,Season 1,RuPaul's Drag Race (US)
2ea81e1a-d8f8-4ade-bb25-55a07f579406,6aeaca48-6be7-417d-8d01-89b825327c4d,1da60299-70ad-4448-a7f3-271477e27e84,25,6th place,2025-08-20T20:00:39.884Z,Jade[b],Season 1,RuPaul's Drag Race (US)
6129f121-00c4-4538-92c6-5ce6697fd4d4,830d3e90-31c0-4cb6-9829-50080c0e97c1,1da60299-70ad-4448-a7f3-271477e27e84,25,5th place,2025-08-20T20:00:37.832Z,Ongina,Season 1,RuPaul's Drag Race (US)
58b0516d-bc7a-4b1a-8c67-9c671106581c,4712c66c-9bd4-4de7-8011-c0832c3770a3,1da60299-70ad-4448-a7f3-271477e27e84,29,4th place,2025-08-20T20:00:34.956Z,Shannel,Season 1,RuPaul's Drag Race (US)
967a8a06-b6de-4b20-93e5-f922b11d5520,415bd1be-a915-454b-9762-524a4011e7fc,1da60299-70ad-4448-a7f3-271477e27e84,26,3rd place,2025-08-20T20:00:32.745Z,Rebecca Glasscock,Season 1,RuPaul's Drag Race (US)
e092116d-70f8-4717-b6e1-aa4d4ba63a27,2889c086-ef71-4e2b-ab0e-15ff74e3a247,1da60299-70ad-4448-a7f3-271477e27e84,34,Runner-up,2025-08-20T20:00:30.099Z,Nina Flowers,Season 1,RuPaul's Drag Race (US)
87cffd96-d9ee-48ef-b5e7-9216b93d146d,4a143033-745b-4423-91c6-a23a99b2edff,1da60299-70ad-4448-a7f3-271477e27e84,30,Winner,2025-08-20T20:00:27.650Z,BeBe Zahara Benet,Season 1,RuPaul's Drag Race (US)
62ebe531-870b-487e-a4d1-563bdef31762,45c7674b-79bf-4f04-8aa1-e93ca5d3d594,dea5e20c-e23c-4a8a-8bdb-a6ee296f2a28,28,12th place,2025-08-20T20:00:23.438Z,Shangela,Season 2,RuPaul's Drag Race (US)
611dd3a7-c5f2-472e-88ba-74ab80cf8820,2ea079b9-47f8-44be-aae9-7ad94e61d00d,dea5e20c-e23c-4a8a-8bdb-a6ee296f2a28,36,11th place,2025-08-20T20:00:19.076Z,Nicole Paige Brooks,Season 2,RuPaul's Drag Race (US)
79759ac4-5dc4-4499-af8b-25345de7c0d9,42fb86a9-7e18-4cf3-8827-b59ab7566057,dea5e20c-e23c-4a8a-8bdb-a6ee296f2a28,25,10th place,2025-08-20T20:00:16.529Z,Mystique Summers Madison,Season 2,RuPaul's Drag Race (US)
6eb1cc39-4e69-434f-a927-a52869fc8042,4d1ee7f2-9cc7-4389-93c3-813fb568c9d4,dea5e20c-e23c-4a8a-8bdb-a6ee296f2a28,26,9th place,2025-08-20T20:00:14.047Z,Sonique[b],Season 2,RuPaul's Drag Race (US)
a61a43fb-6cb8-498a-940c-74a6c50e97d9,6652eb69-1507-427d-912e-e2212af272be,dea5e20c-e23c-4a8a-8bdb-a6ee296f2a28,28,8th place,2025-08-20T20:00:11.753Z,Morgan McMichaels,Season 2,RuPaul's Drag Race (US)
941bd816-d2af-45a1-8800-3f2d95c60379,918a8805-8ded-464d-ba24-4193b5393a1b,dea5e20c-e23c-4a8a-8bdb-a6ee296f2a28,25,7th place,2025-08-20T20:00:09.277Z,Sahara Davenport,Season 2,RuPaul's Drag Race (US)
be2edd5e-7fb6-4369-a7b1-d25c153c1d21,7cc4757b-00a5-449f-b88a-dc36d578cd87,dea5e20c-e23c-4a8a-8bdb-a6ee296f2a28,29,6th place,2025-08-20T20:00:06.801Z,Jessica Wild,Season 2,RuPaul's Drag Race (US)
d5642a0d-0ba1-494c-a05b-b4ce91214270,7db012e4-de9f-4d3b-ba4e-41e5099c80ca,dea5e20c-e23c-4a8a-8bdb-a6ee296f2a28,37,5th place[a],2025-08-20T20:00:04.190Z,Pandora Boxx,Season 2,RuPaul's Drag Race (US)
5f2c7861-7b5e-46b7-8db1-56f99074dbf4,2667bd61-7fca-45bc-bf5e-0c3e10e3ed52,dea5e20c-e23c-4a8a-8bdb-a6ee296f2a28,21,4th place,2025-08-20T20:00:01.326Z,Tatianna,Season 2,RuPaul's Drag Race (US)
d62048b6-8f64-4a3a-8a3d-857cc3327951,0a92358f-04c3-476c-8f96-e5779248943b,dea5e20c-e23c-4a8a-8bdb-a6ee296f2a28,25,3rd place,2025-08-20T19:59:59.227Z,Jujubee,Season 2,RuPaul's Drag Race (US)
35ef6f36-4017-4a40-bc28-7601a3917546,a4c61dbc-733c-4b40-a0af-fba6f5fbe310,dea5e20c-e23c-4a8a-8bdb-a6ee296f2a28,30,Runner-up,2025-08-20T19:59:57.071Z,Raven,Season 2,RuPaul's Drag Race (US)
366db0a3-19c9-4587-bf03-0fd81ba807d5,452e0d60-8b0d-4c5e-ba46-e167d4b8eb32,dea5e20c-e23c-4a8a-8bdb-a6ee296f2a28,21,Winner,2025-08-20T19:59:54.791Z,Tyra Sanchez,Season 2,RuPaul's Drag Race (US)
88952bc8-acba-41ce-a4ec-afcdcf8e95be,1741ff1a-76ab-401e-a2c4-4504186be1eb,e1865172-9d23-4e43-b296-7374eb8c4978,26,13th place,2025-08-20T19:59:51.380Z,Venus D-Lite,Season 3,RuPaul's Drag Race (US)
2bed2c45-23c6-45b5-a2d2-abf7461909da,05f65eed-923f-41e8-af0d-6c1323a34a58,e1865172-9d23-4e43-b296-7374eb8c4978,29,12th place,2025-08-20T19:59:49.070Z,Phoenix,Season 3,RuPaul's Drag Race (US)
f1c73285-6864-49b3-b443-6d9af04ecf6f,fb5a78f8-38c1-4e3e-bca7-c9c8ffaad326,e1865172-9d23-4e43-b296-7374eb8c4978,26,11th place,2025-08-20T19:59:46.971Z,Mimi Imfurst,Season 3,RuPaul's Drag Race (US)
a9e544af-7f9f-4ded-a9f8-a4d9ef801281,3409e814-6469-432b-ac7f-9a93145c9c29,e1865172-9d23-4e43-b296-7374eb8c4978,23,10th place,2025-08-20T19:59:44.537Z,India Ferrah,Season 3,RuPaul's Drag Race (US)
e183ca88-3545-46e6-92f0-0b87790d2f41,97bf9ab2-e6a1-4d83-9876-1fe06ca1f9f8,e1865172-9d23-4e43-b296-7374eb8c4978,29,9th place,2025-08-20T19:59:42.156Z,Mariah[e],Season 3,RuPaul's Drag Race (US)
b3cb4ab8-18a5-4614-a693-419eafc2ccda,dc65e4e8-908d-484c-a4dd-5f4270557954,e1865172-9d23-4e43-b296-7374eb8c4978,25,8th place,2025-08-20T19:59:39.786Z,Stacy Layne Matthews,Season 3,RuPaul's Drag Race (US)
dca54f64-090f-458d-94fa-19773350cd7f,c9357df0-bc28-492c-b42c-d8804d633522,e1865172-9d23-4e43-b296-7374eb8c4978,34,7th place,2025-08-20T19:59:37.204Z,Delta Work,Season 3,RuPaul's Drag Race (US)
4b31aed4-f751-46b5-9ab7-e50e0f31189f,2e48bda3-8cb7-4270-88af-4fdf06a55e0d,e1865172-9d23-4e43-b296-7374eb8c4978,28,6th place,2025-08-20T19:59:34.282Z,Shangela[d],Season 3,RuPaul's Drag Race (US)
73d24ea2-ade6-48a6-99f5-6ce98a84dd15,2e317ed2-2ed3-4eb6-bcac-42c3098da615,e1865172-9d23-4e43-b296-7374eb8c4978,25,5th place[c],2025-08-20T19:59:32.081Z,Carmen Carrera,Season 3,RuPaul's Drag Race (US)
17a6c051-1ad4-4947-8351-f1f3b8bd0b96,f6a2a453-51f2-4b79-b849-3250e7cc1ee5,e1865172-9d23-4e43-b296-7374eb8c4978,26,4th place[b],2025-08-20T19:59:29.581Z,Yara Sofia,Season 3,RuPaul's Drag Race (US)
490d33d7-f379-429d-b4af-cb2ef7abd764,6d592213-8705-41ad-b4f5-9f044bf7bac3,e1865172-9d23-4e43-b296-7374eb8c4978,30,3rd place,2025-08-20T19:59:26.689Z,Alexis Mateo,Season 3,RuPaul's Drag Race (US)
440c9d1f-10fc-4983-b0fd-f3ef599051fd,e73c0ce3-9ca1-4755-8893-252501549869,e1865172-9d23-4e43-b296-7374eb8c4978,28,Runner-up,2025-08-20T19:59:24.438Z,Manila Luzon,Season 3,RuPaul's Drag Race (US)
f5a45aa1-1ec3-4c64-9129-a5a6d0a1905d,62ba2f1b-5aed-48ea-819a-3ee7b0443b2f,e1865172-9d23-4e43-b296-7374eb8c4978,36,Winner,2025-08-20T19:59:21.978Z,Raja[a],Season 3,RuPaul's Drag Race (US)
e3904e81-a7ec-416a-aae9-8f4897c0347e,eddfc6d3-f13b-4ac6-b547-2b54223bf79d,f553ff5e-4183-4af8-93c9-0da16ddfbe85,23,13th place,2025-08-20T19:59:18.812Z,Alisa Summers,Season 4,RuPaul's Drag Race (US)
dfc71953-494c-4f48-82ef-f60e95e89c82,0379d538-4e31-47b7-9879-5deac63c7860,f553ff5e-4183-4af8-93c9-0da16ddfbe85,21,12th place,2025-08-20T19:59:15.833Z,Lashauwn Beyond,Season 4,RuPaul's Drag Race (US)
4fee1374-f42f-482a-8adf-c17736409ecb,5099c76b-dc1b-4b9d-a790-a79b200cb863,f553ff5e-4183-4af8-93c9-0da16ddfbe85,31,11th place,2025-08-20T19:59:13.301Z,The Princess,Season 4,RuPaul's Drag Race (US)
ae823e27-993f-4e90-b24a-4dbf1128fcee,14e7916d-564c-47f3-a64c-d5940ff7abee,f553ff5e-4183-4af8-93c9-0da16ddfbe85,29,10th place,2025-08-20T19:59:10.791Z,Madame LaQueer,Season 4,RuPaul's Drag Race (US)
9faa226b-310a-4730-9999-238d764450ac,c1312a5e-928c-4d21-98a4-be5e848af2ff,f553ff5e-4183-4af8-93c9-0da16ddfbe85,30,8th place,2025-08-20T19:59:08.317Z,Jiggly Caliente,Season 4,RuPaul's Drag Race (US)
0e9d07c3-e86c-4a61-8262-9766e96dddb8,73f1bcb6-2adb-4347-b659-512824e6fd76,f553ff5e-4183-4af8-93c9-0da16ddfbe85,29,Disqualified,2025-08-20T19:59:05.854Z,Willam,Season 4,RuPaul's Drag Race (US)
fccfa8d3-e77c-4762-a6c4-73a4e19ad779,002367d3-c607-45eb-8ab9-30a1f8abd348,f553ff5e-4183-4af8-93c9-0da16ddfbe85,25,6th place,2025-08-20T19:59:02.780Z,DiDa Ritz,Season 4,RuPaul's Drag Race (US)
29317702-e92d-4ca4-aa6b-d221938b5e0d,c625629d-7ad8-4dba-949d-a691895bbe5f,f553ff5e-4183-4af8-93c9-0da16ddfbe85,21,5th place[c],2025-08-20T19:59:00.393Z,Kenya Michaels,Season 4,RuPaul's Drag Race (US)
4d86098b-393a-447b-b9ed-e016da4a1bcb,fd2af008-ac73-48a1-b34c-4585bbad386e,f553ff5e-4183-4af8-93c9-0da16ddfbe85,39,4th place[b],2025-08-20T19:58:58.207Z,Latrice Royale,Season 4,RuPaul's Drag Race (US)
92f68a5f-ac95-4cc1-8f15-8cf6f69ade9c,1deecc6d-cb2e-4732-ac22-db6c716d495c,f553ff5e-4183-4af8-93c9-0da16ddfbe85,40,runners-up,2025-08-20T19:58:55.818Z,Chad Michaels,Season 4,RuPaul's Drag Race (US)
217ad0e0-7dcd-41a2-a57f-462f81c5a5b4,f7495d3f-cab5-4578-b700-5e2a44e63278,f553ff5e-4183-4af8-93c9-0da16ddfbe85,29,Winner,2025-08-20T19:58:53.477Z,Sharon Needles,Season 4,RuPaul's Drag Race (US)
ffe43738-df75-4154-8add-5dc12fc8cb85,5c1c3b4d-3aba-409d-ad33-720a955ae992,9d64169f-a253-4b2d-8f53-30f88e8c0601,,,2025-08-20T19:58:49.659Z,Todrick Hall,All Stars 1,RuPaul's Drag Race (US)
6d29ee83-8fbf-4666-a487-78c71cdc1e2d,5401300a-b602-448f-91c7-337272bb17c3,ad7fd921-90f2-4d74-8d44-2576e5566b6d,39,14th place,2025-08-20T19:58:48.431Z,Penny Tration,Season 5,RuPaul's Drag Race (US)
07cd7044-cf49-4b5c-84d5-9294707c6800,1e8b4b02-d650-4c7f-899a-aed6f65ea151,ad7fd921-90f2-4d74-8d44-2576e5566b6d,21,13th place,2025-08-20T19:58:46.028Z,Serena ChaCha,Season 5,RuPaul's Drag Race (US)
ac12b723-00f6-4d16-b421-bc655dc0b66a,3b94c069-071d-467c-a72b-c52b4086c82f,ad7fd921-90f2-4d74-8d44-2576e5566b6d,27,12th place,2025-08-20T19:58:43.542Z,Monica Beverly Hillz,Season 5,RuPaul's Drag Race (US)
4b873c32-f942-4768-a6df-d49bb16a4049,1faa456a-272d-4f86-a01f-217cb475049a,ad7fd921-90f2-4d74-8d44-2576e5566b6d,29,10th place,2025-08-20T19:58:41.070Z,Honey Mahogany,Season 5,RuPaul's Drag Race (US)
c3a6bc68-9b86-4725-a853-f6c701761582,c7d6e4b2-51eb-4ae8-97a6-c2ce447bbc2c,ad7fd921-90f2-4d74-8d44-2576e5566b6d,24,9th place,2025-08-20T19:58:38.674Z,Lineysha Sparx,Season 5,RuPaul's Drag Race (US)
6214a4f1-261c-4795-ba12-3533d0f9dce9,01c712b8-7897-496f-aeff-ea4bc31eef5a,ad7fd921-90f2-4d74-8d44-2576e5566b6d,25,8th place,2025-08-20T19:58:36.305Z,Jade Jolie,Season 5,RuPaul's Drag Race (US)
99e3b48a-476f-4fd1-acf6-be4e4b266698,8e3707f8-cebc-4e54-8650-10fe5483bb60,ad7fd921-90f2-4d74-8d44-2576e5566b6d,26,7th place[c],2025-08-20T19:58:33.638Z,Ivy Winters,Season 5,RuPaul's Drag Race (US)
903db603-baf5-4e19-80cc-af56947cb6a3,250df362-7af0-408b-9b35-2b90aa1cc321,ad7fd921-90f2-4d74-8d44-2576e5566b6d,32,6th place,2025-08-20T19:58:29.141Z,Alyssa Edwards,Season 5,RuPaul's Drag Race (US)
df0f787c-3e52-4b82-87d4-7f4c26c57666,6c8387da-68a1-4bd1-aa17-da3236282fa8,ad7fd921-90f2-4d74-8d44-2576e5566b6d,37,5th place,2025-08-20T19:58:29.126Z,Coco Montrese,Season 5,RuPaul's Drag Race (US)
e310a713-f4d3-45b1-b4ac-5ee066791a0b,0ea52bcf-86ca-47b0-bb7f-ec1eea392ece,ad7fd921-90f2-4d74-8d44-2576e5566b6d,27,4th place,2025-08-20T19:58:26.498Z,Detox[b],Season 5,RuPaul's Drag Race (US)
653abb5b-6658-4fa4-bd70-a5d7d7bf55f8,ec17a799-f0a5-440a-89c0-cec7c9dd909e,ad7fd921-90f2-4d74-8d44-2576e5566b6d,27,runners-up,2025-08-20T19:58:24.239Z,Alaska[a],Season 5,RuPaul's Drag Race (US)
5b6ffe3e-4d32-4f51-b574-78c9b00a66c7,c8606e81-6b80-444c-aacc-367af0a8f78c,ad7fd921-90f2-4d74-8d44-2576e5566b6d,24,Winner,2025-08-20T19:58:20.686Z,Jinkx Monsoon,Season 5,RuPaul's Drag Race (US)
aae1bdb4-182c-4c55-a8df-aff68405ff09,85fbee00-c122-4070-bed2-fc9965a0256f,f5d2a312-8be2-4a0b-8a0f-d9404cf70c52,37,13th place[d],2025-08-20T19:58:15.216Z,Kelly Mantle,Season 6,RuPaul's Drag Race (US)
97b55766-2bbd-423d-a4f0-905848adede4,35435e83-fbab-470d-b55f-4eef1570a922,f5d2a312-8be2-4a0b-8a0f-d9404cf70c52,40,12th place,2025-08-20T19:58:12.866Z,Vivacious,Season 6,RuPaul's Drag Race (US)
b0a59241-ab59-4e41-8532-97b1a51877cb,7de8218e-2e4a-4774-a9fd-3e4bd7a3f82a,f5d2a312-8be2-4a0b-8a0f-d9404cf70c52,24,11th place,2025-08-20T19:58:10.583Z,April Carrión,Season 6,RuPaul's Drag Race (US)
86831163-124c-429b-bf6e-6d1a87d84d8d,5dc42513-d89c-428e-9fba-e984bb7628e8,f5d2a312-8be2-4a0b-8a0f-d9404cf70c52,23,10th place,2025-08-20T19:58:08.245Z,Gia Gunn,Season 6,RuPaul's Drag Race (US)
2a132e2e-f41d-4504-ba98-fb8e2112edf4,28a6c2cb-2e36-4581-ab43-5ba76660f293,f5d2a312-8be2-4a0b-8a0f-d9404cf70c52,25,9th place,2025-08-20T19:58:05.845Z,Milk,Season 6,RuPaul's Drag Race (US)
d15e4a86-92d2-450e-b69c-44a6ac458932,376e31f5-5735-4ba8-89f7-4ef6f0a2af79,f5d2a312-8be2-4a0b-8a0f-d9404cf70c52,24,8th place,2025-08-20T19:58:03.704Z,Laganja Estranja,Season 6,RuPaul's Drag Race (US)
0ee860f7-7a6f-40a2-863f-1c5deafc59bf,94ff4ac9-da4c-47c4-b244-a08ea29e9975,f5d2a312-8be2-4a0b-8a0f-d9404cf70c52,22,7th place,2025-08-20T19:58:01.493Z,Trinity K. Bonet[c],Season 6,RuPaul's Drag Race (US)
eafa90ca-8cd1-4701-b64e-7e7b5e736893,4f2651c2-1572-4192-bb71-826993d794af,f5d2a312-8be2-4a0b-8a0f-d9404cf70c52,26,6th place,2025-08-20T19:57:59.287Z,Joslyn Fox,Season 6,RuPaul's Drag Race (US)
88f7af1c-1566-4e47-af68-db831714901c,0c963821-3dd6-4521-992f-f7a4c687a128,f5d2a312-8be2-4a0b-8a0f-d9404cf70c52,31,5th place[b],2025-08-20T19:57:57.101Z,BenDeLaCreme,Season 6,RuPaul's Drag Race (US)
e0782e15-08d8-4911-80d6-3f5eb70aca7f,2f8c6e35-9d6c-4ded-9f50-b35f963bba49,f5d2a312-8be2-4a0b-8a0f-d9404cf70c52,41,4th place,2025-08-20T19:57:55.093Z,Darienne Lake[a],Season 6,RuPaul's Drag Race (US)
926a7baf-d5ae-4b27-845d-4bee04eb4850,a480864d-60e4-4e17-baa6-ddb4380a3283,f5d2a312-8be2-4a0b-8a0f-d9404cf70c52,23,runners-up,2025-08-20T19:57:52.885Z,Adore Delano,Season 6,RuPaul's Drag Race (US)
1f1c8414-eeb0-4ee7-aab0-acd7adcfa4a5,805712bb-420e-4a69-9bd6-2c2432b9b3a8,f5d2a312-8be2-4a0b-8a0f-d9404cf70c52,37,Winner,2025-08-20T19:57:50.555Z,Bianca Del Rio,Season 6,RuPaul's Drag Race (US)
841153f6-619f-43a5-8d33-a568485caf50,becdcfcb-15e6-4ebc-aec5-568f28e8ca2c,5f9f9335-5ff6-4584-a2ae-d099efbbc9c7,46,14th place,2025-08-20T19:57:47.230Z,Tempest DuJour,Season 7,RuPaul's Drag Race (US)
9c8a2558-76c9-4216-a9b9-0e519ba64f30,05403d8f-af1d-425b-8aec-9903b3242d7e,5f9f9335-5ff6-4584-a2ae-d099efbbc9c7,28,13th place,2025-08-20T19:57:44.818Z,Sasha Belle,Season 7,RuPaul's Drag Race (US)
5a2e9448-9484-440d-84a6-08fd29ebd3c4,1e32826c-38ca-4085-a68c-49584b9d841a,5f9f9335-5ff6-4584-a2ae-d099efbbc9c7,37,12th place,2025-08-20T19:57:42.593Z,Jasmine Masters[f],Season 7,RuPaul's Drag Race (US)
bb109b21-02ba-442b-b430-33dea78a97e1,8772ca17-0aea-4a4c-b5b0-61d62c2b0b87,5f9f9335-5ff6-4584-a2ae-d099efbbc9c7,43,11th place,2025-08-20T19:57:40.209Z,Mrs. Kasha Davis,Season 7,RuPaul's Drag Race (US)
e65ed0a5-37b8-4070-b29d-25fbc30172c5,3f56e950-95b1-46ee-b89e-9a4d41fde92d,5f9f9335-5ff6-4584-a2ae-d099efbbc9c7,28,10th place,2025-08-20T19:57:37.817Z,Kandy Ho,Season 7,RuPaul's Drag Race (US)
7b315267-3f4f-406a-854c-73e855e93497,c80c1ac9-4a33-47e9-82f3-26109151d6c7,5f9f9335-5ff6-4584-a2ae-d099efbbc9c7,22,9th place,2025-08-20T19:57:35.635Z,Max[e],Season 7,RuPaul's Drag Race (US)
dea717bc-715c-474c-88dc-cf2007bc9a30,2e55dfd3-89f8-405d-9899-30cd4607a9b3,5f9f9335-5ff6-4584-a2ae-d099efbbc9c7,25,8th place,2025-08-20T19:57:33.303Z,Jaidynn Diore Fierce,Season 7,RuPaul's Drag Race (US)
faae42b2-15b2-4ba1-a47a-d8831e482d49,3ff3cfeb-a0b0-4fac-8efb-b2448c3fa1aa,5f9f9335-5ff6-4584-a2ae-d099efbbc9c7,29,7th place,2025-08-20T19:57:29.787Z,Miss Fame,Season 7,RuPaul's Drag Race (US)
632e1ad0-978e-48e2-9f1a-05f52a12daee,36c8fd43-bae1-4446-b2fd-d14265b696c8,5f9f9335-5ff6-4584-a2ae-d099efbbc9c7,24,6th place[d],2025-08-20T19:57:25.622Z,Trixie Mattel,Season 7,RuPaul's Drag Race (US)
35ec308f-8671-42a0-90c7-d61abe9d07cb,325d1e30-10e2-4d5c-ba45-40e205e779ab,5f9f9335-5ff6-4584-a2ae-d099efbbc9c7,32,5th place[c],2025-08-20T19:57:22.963Z,Katya[b],Season 7,RuPaul's Drag Race (US)
dd2bf5b1-0265-4f6c-b4b9-3588f0698d4d,897a96de-09cf-4e30-b751-751fb5256fe9,5f9f9335-5ff6-4584-a2ae-d099efbbc9c7,33,4th place,2025-08-20T19:57:20.365Z,Kennedy Davenport,Season 7,RuPaul's Drag Race (US)
c3bb84f9-d15f-4875-9bdd-19f6d3fac9ea,56ff0515-3329-441d-a767-c7a7b0d32c4a,5f9f9335-5ff6-4584-a2ae-d099efbbc9c7,29,runners-up,2025-08-20T19:57:17.278Z,Ginger Minj,Season 7,RuPaul's Drag Race (US)
121a706f-f087-4aa5-9823-75a6e6aadbd2,8d6f7bf6-46ce-40c9-bf25-b939754172a6,5f9f9335-5ff6-4584-a2ae-d099efbbc9c7,22,Winner,2025-08-20T19:57:13.284Z,Violet Chachki,Season 7,RuPaul's Drag Race (US)
